tic,conm_x,Last Price,YTD Ret,1-mth Ret,3-mth Ret,12-mth Ret,BothSP-NASDAQ,SP500,Ticker,gvkey,datadate,fyear,cusip,conm_y,fyr,exchg,cik,fic,addzip,city,gsubind,naics,sic,state,PERMNO,date,NCUSIP,COMNAM,PERMCO,CUSIP 
LOB,Live Oak Bancsh,10.83,-0.4303,-0.2963,-0.4239,-0.2842,0,0, LOB,20299,20191231,2019,53803X105,LIVE OAK BANCSHARES INC,12,14,1462120,USA,28403,Wilmington,40101015,522110,6020,NC,15527,20191231,53803X10,LIVE OAK BANCSHARES,55361,53803X10
LOGI,Logitech Int S.A.,43.08,-0.0865,0.0846,-0.0875,0.0671,0,0, LOGI,102696,20190331,2018,H50430232,LOGITECH INTERNATIONAL SA,3,14,1032975,CHE,1015,Lausanne,45202030,334118,3577,,84621,20191231,H5043023,LOGITECH INTERNATIONAL SA,15412,H5043023
LOGM,Logmein Inc,82.97,-0.0323,-0.0208,-0.0302,-0.0023,0,0, LOGM,179666,20191231,2019,54142L109,LOGMEIN INC,12,14,1420302,USA,2210,Boston,45103010,518210,7370,MA,92984,20191231,54142L10,LOGMEIN INC,53185,54142L10
LOOP,Loop Industries Inc,6.87,-0.3061,-0.2264,-0.3238,-0.0864,0,0, LOOP,25332,20190228,2018,543518104,LOOP INDUSTRIES INC,2,14,1504678,USA,J6Y 1Y4,Terrebonne,15101010,325211,2821,QC,17116,20191231,54351810,LOOP INDUSTRIES INC,56157,54351810
LOPE,Grand Canyon Educati,71.26,-0.2561,-0.0923,-0.2663,-0.399,0,0, LOPE,180083,20191231,2019,38526M106,GRAND CANYON EDUCATION INC,12,14,1434588,USA,85017,Phoenix,25302010,611310,8200,AZ,92852,20191231,38526M10,GRAND CANYON EDUCATION INC,53106,38526M10
LORL,Loral Space Comm,14.6,-0.5483,-0.5266,-0.5583,-0.5995,0,0, LORL,62640,20191231,2019,543881106,LORAL SPACE & COMMUNICATIONS,12,14,1006269,USA,10020,New York,50201030,515210,4841,NY,91024,20191231,54388110,LORAL SPACE & COMMUNICATIONS INC,50000,54388110
LOW,Lowe's Companies,82.2,-0.3136,-0.2428,-0.3127,-0.2656,0,1, LOW,6829,20190131,2018,548661107,LOWE'S COS INC,1,11,60667,USA,28117,Mooresville,25504030,444110,5211,NC,61399,20191231,54866110,LOWES COMPANIES INC,2709,54866110
LPLA,Lpl Financial Hld,48.65,-0.4726,-0.3549,-0.4731,-0.3272,0,0, LPLA,178519,20191231,2019,50212V100,LPL FINANCIAL HOLDINGS INC,12,14,1397911,USA,92121,San Diego,40203020,523120,6211,CA,12400,20191231,50212V10,L P L FINANCIAL HOLDINGS INC,53576,50212V10
LPSN,Liveperson Inc,20.72,-0.44,-0.1669,-0.4392,-0.2974,0,0, LPSN,133869,20191231,2019,538146101,LIVEPERSON INC,12,14,1102993,USA,10018,New York,45103010,519130,7370,NY,88174,20191231,53814610,LIVEPERSON INC,37168,53814610
LRCX,Lam Research Corp,218.15,-0.2539,-0.2515,-0.2597,0.1389,1,1, LRCX,6565,20190630,2019,512807108,LAM RESEARCH CORP,6,14,707549,USA,94538,Fremont,45301010,333242,3559,CA,48486,20191231,51280710,LAM RESH CORP,7013,51280710
LSCC,Lattice Semicond,16.84,-0.1202,-0.0634,-0.1151,0.3344,0,0, LSCC,16597,20191231,2019,518415104,LATTICE SEMICONDUCTOR CORP,12,14,855658,USA,97124-6421,Hillsboro,45301020,334413,3674,OR,75854,20191231,51841510,LATTICE SEMICONDUCTOR CORP,10359,51841510
LSTR,Landstar System,92.32,-0.1893,-0.0971,-0.1855,-0.1575,0,0, LSTR,21440,20191231,2019,515098101,LANDSTAR SYSTEM INC,12,14,853816,USA,32224,Jacksonville,20304020,484121,4213,FL,78981,20191231,51509810,LANDSTAR SYSTEM INC,28858,51509810
LSXMA,Liberty Srs XM CS A,27.1,-0.4394,-0.3951,-0.4376,-0.312,0,0, LSXMA,,,,,,,,,,,,,,,,15998,20191231,53122940,LIBERTY MEDIA CORP 3RD NEW,54311,53122940
LSXMK,Liberty Srs XM CS C,27.25,-0.4339,-0.3915,-0.4356,-0.3108,0,0, LSXMK,,,,,,,,,,,,,,,,16000,20191231,53122960,LIBERTY MEDIA CORP 3RD NEW,54311,53122960
LULU,Lululemon Athletica,181.25,-0.2176,-0.202,-0.2209,0.0905,0,0, LULU,178015,20190131,2018,550021109,LULULEMON ATHLETICA INC,1,14,1397187,USA,V6J 1C7,Vancouver,25203010,315240,2300,BC,92203,20191231,55002110,LULULEMON ATHLETICA INC,52547,55002110
LUV,Southwest Airlines Company,30.54,-0.4342,-0.3245,-0.4381,-0.4226,0,1, LUV,9882,20191231,2019,844741108,SOUTHWEST AIRLINES,12,11,92380,USA,75235-1611,Dallas,20302010,481111,4512,TX,58683,20191231,84474110,SOUTHWEST AIRLINES CO,4181,84474110
LVGO,Livongo Health Inc,29.05,0.1592,0.196,0.1546,-0.2375,0,0, LVGO,35394,20191231,2019,539183103,LIVONGO HEALTH INC,12,14,1639225,USA,94041,Mountain View,35103010,334510,3845,CA,18790,20191231,53918310,LIVONGO HEALTH INC,56805,53918310
LVS,Las Vegas Sands,37.92,-0.4508,-0.3216,-0.4561,-0.4091,0,1, LVS,161844,20191231,2019,517834107,LAS VEGAS SANDS CORP,12,11,1300514,USA,89109,Las Vegas,25301010,721120,7990,NV,90505,20191231,51783410,LAS VEGAS SANDS CORP,46024,51783410
LW,Lamb Weston Holdings Inc,50.2,-0.4165,-0.4129,-0.4634,-0.3132,0,1, LW,28790,20190531,2018,513272104,LAMB WESTON HOLDINGS INC,5,11,1679273,USA,83616,Eagle,30202030,311411,2030,ID,16431,20191231,51327210,LAMB WESTON HOLDINGS INC,55778,51327210
LX,Lexinfintech Holdings Ltd,8.5,-0.388,-0.218,-0.4393,-0.2869,0,0, LX,,,,,,,,,,,,,,,,17150,20191231,52887710,LEXINFINTECH HOLDINGS LTD,56178,52887710
LXRX,Lexicon Pharmaceutcl,1.76,-0.5759,-0.3257,-0.5533,-0.7027,0,0, LXRX,133868,20191231,2019,528872302,LEXICON PHARMACEUTICALS INC,12,14,1062822,USA,77381,The Woodlands,35201010,325413,2835,TX,88173,20191231,52887230,LEXICON PHARMACEUTICALS INC,37167,52887230
LYB,Lyondellbasell Industries NV,46.1,-0.5121,-0.3618,-0.4965,-0.4911,0,1, LYB,294524,20191231,2019,N53745100,LYONDELLBASELL INDUSTRIES NV,12,11,1489393,NLD,77010,Houston,15101010,325220,2820,TX,12345,20191231,N5374510,LYONDELLBASELL INDUSTRIES N V,53531,N5374510
LYFT,Lyft Inc Cl A,22,-0.4886,-0.4049,-0.4906,-0.6857,0,0, LYFT,34873,20191231,2019,55087P104,LYFT INC,12,14,1759509,USA,94107,San Francisco,20304020,485310,4100,CA,18452,20191231,55087P10,LYFT INC,56673,55087P10
LYV,Live Nation Entertainment,33.57,-0.5303,-0.4173,-0.5314,-0.4821,0,1, LYV,165746,20191231,2019,538034109,LIVE NATION ENTERTAINMENT,12,11,1335258,USA,90210,Beverly Hills,50202010,711320,7900,CA,91041,20191231,53803410,LIVE NATION ENTERTAINMENT INC,50016,53803410
M,Macy's Inc,4.81,-0.7171,-0.6198,-0.709,-0.8046,0,1, M,4611,20190131,2018,55616P104,MACY'S INC,1,11,794367,USA,45202,Cincinnati,25503010,452210,5311,OH,77462,20191231,55616P10,MACYS INC,22856,55616P10
MA,Mastercard Inc,237.03,-0.2062,-0.1883,-0.211,-0.008,0,1, MA,160225,20191231,2019,57636Q104,MASTERCARD INC,12,11,1141391,USA,10577,Purchase,45102020,522320,6099,NY,91233,20191231,57636Q10,MASTERCARD INC,50700,57636Q10
MAA,Mid-America Apartment Communities,94.31,-0.2848,-0.313,-0.2805,-0.1419,0,1, MAA,29649,20191231,2019,59522J103,MID-AMERICA APT CMNTYS INC,12,11,912595,USA,38138,Germantown,60101060,531110,6798,TN,80183,20191231,59522J10,MID AMERICA APT COMMUNITIES INC,30104,59522J10
MANH,Manhattan Assoc,45.42,-0.4305,-0.3118,-0.4354,-0.2033,0,0, MANH,109826,20191231,2019,562750109,MANHATTAN ASSOCIATES INC,12,14,1056696,USA,30339,Atlanta,45103010,541512,7373,GA,85992,20191231,56275010,MANHATTAN ASSOCIATES INC,16065,56275010
MANT,Mantech Intl Cp A,69.4,-0.1312,-0.1396,-0.1487,0.2907,0,0, MANT,146171,20191231,2019,564563104,MANTECH INTL CORP,12,14,892537,USA,20171,Herndon,45102010,541512,7373,VA,89307,20191231,56456310,MANTECH INTERNATIONAL CORP,42784,56456310
MAR,Marriot Int Cl A,59.08,-0.6099,-0.483,-0.6042,-0.551,1,1, MAR,28930,20191231,2019,571903202,MARRIOTT INTL INC,12,14,1048286,USA,20817,Bethesda,25301020,721110,7011,MD,85913,20191231,57190320,MARRIOTT INTERNATIONAL INC NEW,30005,57190320
MAS,Masco Corp,32.41,-0.3247,-0.2492,-0.3234,-0.1814,0,1, MAS,7085,20191231,2019,574599106,MASCO CORP,12,11,62996,USA,48152,Livonia,20102010,332913,3430,MI,34032,20191231,57459910,MASCO CORP,21161,57459910
MASI,Masimo Corp,182.12,0.1522,0.0638,0.1556,0.3139,0,0, MASI,177881,20191231,2019,574795100,MASIMO CORP,12,14,937556,USA,92618,Irvine,35101010,334510,3845,CA,92220,20191231,57479510,MASIMO CORP,52669,57479510
MAT,Mattel Inc,7.73,-0.4295,-0.3477,-0.4266,-0.4139,0,0, MAT,7116,20191231,2019,577081102,MATTEL INC,12,14,63276,USA,90245-5012,El Segundo,25202010,339930,3942,CA,39538,20191231,57708110,MATTEL INC,21168,57708110
MCD,McDonald's Corp,160.33,-0.1887,-0.1964,-0.1987,-0.1488,0,1, MCD,7154,20191231,2019,580135101,MCDONALD'S CORP,12,11,63908,USA,60607,Chicago,25301040,722513,5812,IL,43449,20191231,58013510,MCDONALDS CORP,21177,58013510
MCHP,Microchip Technology,64.04,-0.3885,-0.2837,-0.3915,-0.2908,1,1, MCHP,27965,20190331,2018,595017104,MICROCHIP TECHNOLOGY INC,3,14,827054,USA,85224,Chandler,45301020,334413,3674,AZ,78987,20191231,59501710,MICROCHIP TECHNOLOGY INC,12027,59501710
MCK,Mckesson Corp,125.49,-0.0928,-0.1509,-0.0821,0.0905,0,1, MCK,7171,20190331,2018,58155Q103,MCKESSON CORP,3,11,927653,USA,75039,Irving,35102010,424210,5122,TX,81061,20191231,58155Q10,MCKESSON H B O C INC,30521,58155Q10
MCO,Moody's Corp,208.79,-0.1206,-0.1743,-0.1341,0.1212,0,1, MCO,139665,20191231,2019,615369105,MOODY'S CORP,12,11,1059556,USA,10007,New York,40203040,561450,7323,NY,48506,20191231,61536910,MOODYS CORP,20610,61536910
MCRB,Seres Theraptc,3.04,-0.1188,-0.0979,-0.0703,-0.525,0,0, MCRB,24177,20191231,2019,81750R102,SERES THERAPEUTICS INC,12,14,1609809,USA,2139,Cambridge,35201010,325414,2836,MA,15431,20191231,81750R10,SERES THERAPEUTICS INC,55315,81750R10
MCRI,Monarch Casino,22.71,-0.5322,-0.4823,-0.5382,-0.5003,0,0, MCRI,28704,20191231,2019,609027107,MONARCH CASINO & RESORT INC,12,14,907242,USA,89502,Reno,25301010,721120,7990,NV,79507,20191231,60902710,MONARCH CASINO & RESORT INC,12339,60902710
MDB,Mongodb Inc Cl A,120.47,-0.0846,-0.2236,-0.1095,-0.1784,0,0, MDB,32526,20190131,2018,60937P106,MONGODB INC,1,14,1441816,USA,10019,New York,45102030,519130,7370,NY,16968,20191231,60937P10,MONGODB INC,56086,60937P10
MDLZ,Mondelez Intl Inc,50.79,-0.0779,-0.073,-0.0636,0.0213,1,1, MDLZ,142953,20191231,2019,609207105,MONDELEZ INTERNATIONAL INC,12,14,1103982,USA,60015,Deerfield,30202030,311821,2052,IL,89006,20191231,60920710,MONDELEZ INTERNATIONAL INC,41680,60920710
MDRX,Allscripts Hlthcare,6.16,-0.3724,-0.1562,-0.3603,-0.3488,0,0, MDRX,181104,20191231,2019,01988P108,ALLSCRIPTS HEALTHCARE SOLTNS,12,14,1124804,USA,60654,Chicago,35103010,519130,7370,IL,87078,20191231,01988P10,ALLSCRIPTS HEALTHCARE SOLNS INC,16666,01988P10
MDT,Medtronic Inc,86.27,-0.2396,-0.1407,-0.2424,-0.0246,0,1, MDT,7228,20190430,2018,G5960L103,MEDTRONIC PLC,4,11,1613103,IRL,2,Dublin,35101010,334510,3845,,60097,20191231,G5960L10,MEDTRONIC PLC,2850,G5960L10
MEDP,Medpace Holdings Inc,68.08,-0.1901,-0.2524,-0.1751,0.0968,0,0, MEDP,19998,20191231,2019,58506Q109,MEDPACE HOLDINGS INC,12,14,1668397,USA,45227,Cincinnati,35203010,54171,8731,OH,16260,20191231,58506Q10,MEDPACE HOLDINGS INC,55672,58506Q10
MELI,Mercadolibre Inc,454.47,-0.2054,-0.2725,-0.2523,-0.1064,0,0, MELI,178081,20191231,2019,58733R102,MERCADOLIBRE INC,12,14,1099590,USA,C1430CRG,Buenos Aires,25502020,517919,7370,,92221,20191231,58733R10,MERCADOLIBRE INC,52670,58733R10
MERC,Mercer Intl Inc,7.04,-0.4276,-0.1954,-0.4133,-0.5035,0,0, MERC,14563,20191231,2019,588056101,MERCER INTL INC,12,14,1333274,USA,V6C 1G8,Vancouver,15105020,322110,2611,BC,75578,20191231,58805610,MERCER INTERNATIONAL INC,9868,58805610
MET,Metlife Inc,27.72,-0.4562,-0.3488,-0.4574,-0.3727,0,1, MET,133768,20191231,2019,59156R108,METLIFE INC,12,11,1099219,USA,10166-0188,New York,40301020,524113,6311,NY,87842,20191231,59156R10,METLIFE INC,37138,59156R10
MGEE,Mge Energy Inc,63.66,-0.1923,-0.118,-0.1766,-0.0484,0,0, MGEE,6932,20191231,2019,55277P104,MGE ENERGY INC,12,14,1161728,USA,53788,Madison,55101010,22111,4931,WI,50789,20191231,55277P10,M G E ENERGY INC,2847,55277P10
MGIC,Magic Software Entpr,7.96,-0.1861,-0.1844,-0.2024,-0.0679,0,0, MGIC,25367,20191231,2019,559166103,MAGIC SOFTWARE ENTERPRISES,12,14,876779,ISR,60218,Or Yehuda,45103010,511210,7372,,76948,20191231,55916610,MAGIC SOFTWARE ENTERPRISES LTD,11100,55916610
MGLN,Magellan Health,41.73,-0.4667,-0.2552,-0.4507,-0.3587,0,0, MGLN,2940,20191231,2019,559079207,MAGELLAN HEALTH INC,12,14,19411,USA,85034,Phoenix,35102030,561110,8741,AZ,90011,20191231,55907920,MAGELLAN HEALTH INC,25268,55907920
MGM,MGM Resorts International,10.58,-0.682,-0.5459,-0.6822,-0.6081,0,1, MGM,14418,20191231,2019,552953101,MGM RESORTS INTERNATIONAL,12,11,789570,USA,89109,Las Vegas,25301010,721120,7990,NV,11891,20191231,55295310,M G M RESORTS INTERNATIONAL,9764,55295310
MGNX,Macrogenics,5.24,-0.5184,-0.3942,-0.521,-0.7248,0,0, MGNX,18658,20191231,2019,556099109,MACROGENICS INC,12,14,1125345,USA,20850,Rockville,35201010,325414,2836,MD,14257,20191231,55609910,MACROGENICS INC,54614,55609910
MGPI,MGP Ingredients Inc,26.56,-0.4518,-0.1006,-0.4348,-0.6594,0,0, MGPI,14891,20191231,2019,55303J106,MGP INGREDIENTS INC,12,14,835011,USA,66002-0130,Atchison,30201020,312140,2085,KS,12226,20191231,55303J10,M G P INGREDIENTS INC,9977,55303J10
MGRC,Mcgrath Rentcorp,50.57,-0.3393,-0.2597,-0.3425,-0.1167,0,0, MGRC,7161,20191231,2019,580589109,MCGRATH RENTCORP,12,14,752714,USA,94551-7800,Livermore,20201070,532420,7359,CA,89915,20191231,58058910,MCGRATH RENTCORP,7301,58058910
MGTA,Magenta Therapeutics Inc,6.18,-0.5923,-0.4351,-0.5813,-0.6086,0,0, MGTA,33500,20191231,2019,55910K108,MAGENTA THRPUTCS INC,12,14,1690585,USA,2139,Cambridge,35201010,325414,2836,MA,17892,20191231,55910K10,MAGENTA THERAPEUTICS INC,56416,55910K10
MHK,Mohawk Industries,62.01,-0.5453,-0.471,-0.5265,-0.511,0,1, MHK,25119,20191231,2019,608190104,MOHAWK INDUSTRIES INC,12,11,851968,USA,30701,Calhoun,25201020,314110,2273,GA,77496,20191231,60819010,MOHAWK INDUSTRIES INC,11446,60819010
MIDD,Middleby Corp,48.71,-0.5552,-0.5447,-0.5536,-0.6419,0,0, MIDD,13570,20191231,2019,596278101,MIDDLEBY CORP,12,14,769520,USA,60120,Elgin,20106020,333318,3580,IL,75470,20191231,59627810,MIDDLEBY CORP,9375,59627810
MIME,Mimecast Ltd Ord,30.59,-0.2948,-0.1984,-0.317,-0.3839,0,0, MIME,26368,20190331,2018,G14838109,MIMECAST LTD,3,14,1644675,JEY,EC2M 2PF,London,45103010,519130,7370,,15849,20191231,G1483810,MIMECAST LTD,55486,G1483810
MINI,Mobile Mini Inc,21.38,-0.436,-0.4639,-0.4415,-0.3765,0,0, MINI,29734,20191231,2019,60740F105,MOBILE MINI INC,12,14,911109,USA,85008,Phoenix,20201070,532490,7359,AZ,80254,20191231,60740F10,MOBILE MINI INC,12859,60740F10
MKC,Mccormick & Company Inc,146.88,-0.1346,-0.0201,-0.137,-0.0286,0,1, MKC,7146,20191130,2019,579780206,MCCORMICK & CO INC,11,11,63754,USA,21031,Hunt Valley,30202030,311942,2090,MD,89155,20191231,57978010,MCCORMICK & CO INC,2801,57978010
MKSI,Mks Instruments Inc,74.98,-0.3184,-0.2226,-0.3042,-0.2393,0,0, MKSI,119275,20191231,2019,55306N104,MKS INSTRUMENTS INC,12,14,1049502,USA,1810,Andover,45301010,334513,3823,MA,86778,20191231,55306N10,M K S INSTRUMENTS INC,16455,55306N10
MKTX,Marketaxess Holdings,387.27,0.0215,0.1015,0.019,0.5699,1,1, MKTX,158742,20191231,2019,57060D108,MARKETAXESS HOLDINGS INC,12,14,1278021,USA,10001,New York,40203040,523210,6200,NY,90454,20191231,57060D10,MARKETAXESS HLDGS INC,45878,57060D10
MLCO,Melco Resorts & Entertainment,11,-0.5449,-0.3429,-0.5539,-0.5645,0,0, MLCO,176260,20191231,2019,585464100,MELCO RESORTS & ENTERTAINMEN,12,14,1381640,CYM,,Central,25301010,721120,7990,,91673,20191231,58546410,MELCO RESORT & ENTERTAINMENT LTD,51560,58546410
MLHR,Miller Herman Inc,17.79,-0.5729,-0.4696,-0.5724,-0.498,0,0, MLHR,7401,20190531,2018,600544100,MILLER (HERMAN) INC,5,14,66382,USA,49464,Zeeland,20201060,3372,2520,MI,54114,20191231,60054410,MILLER HERMAN INC,2949,60054410
MLM,Martin Marietta Materials,169.51,-0.3938,-0.2906,-0.3854,-0.1636,0,1, MLM,29733,20191231,2019,573284106,MARTIN MARIETTA MATERIALS,12,11,916076,USA,27607-3033,Raleigh,15102010,212313,1400,NC,80204,20191231,57328410,MARTIN MARIETTA MATERIALS INC,30260,57328410
MLNX,Mellanox Technologies,118.77,0.0136,-0.0075,0.0104,0.0049,0,0, MLNX,176363,20191231,2019,M51363113,MELLANOX TECHNOLOGIES LTD,12,14,1356104,ISR,94085,Sunnyvale,45301020,334413,3674,CA,91821,20191231,M5136311,MELLANOX TECHNOLOGIES LTD,51810,M5136311
MMC,Marsh & Mclennan Companies,79.9,-0.2828,-0.2499,-0.2858,-0.1557,0,1, MMC,7065,20191231,2019,571748102,MARSH & MCLENNAN COS,12,11,62709,USA,10036-2774,New York,40301010,524210,6411,NY,45751,20191231,57174810,MARSH & MCLENNAN COS INC,21158,57174810
MMM,3M Company,133.79,-0.2416,-0.0788,-0.2503,-0.3723,0,1, MMM,7435,20191231,2019,88579Y101,3M CO,12,11,66740,USA,55144,St. Paul,20105010,322220,2670,MN,22592,20191231,88579Y10,3M CO,21205,88579Y10
MMSI,Merit Medical Sys,30.41,-0.0259,-0.1673,-0.0637,-0.4957,0,0, MMSI,21777,20191231,2019,589889104,MERIT MEDICAL SYSTEMS INC,12,14,856982,USA,84095,South Jordan,35101020,339112,3841,UT,76392,20191231,58988910,MERIT MEDICAL SYSTEMS INC,10512,58988910
MMYT,Makemytrip Ltd,10.96,-0.5214,-0.5189,-0.522,-0.5997,0,0, MMYT,185319,20190331,2018,V5633W109,MAKEMYTRIP LTD,3,14,1495153,MUS,122002,Gurugram,25502020,561510,4700,,12082,20191231,V5633W10,MAKEMYTRIP LIMITED,53493,V5633W10
MNRO,Monro Muffler Brak,40.79,-0.4784,-0.2539,-0.4844,-0.5079,0,0, MNRO,24350,20190331,2018,610236101,MONRO INC,3,14,876427,USA,14615,Rochester,25504050,326212,7500,NY,76750,20191231,61023610,MONRO INC,11052,61023610
MNST,Monster Beverage Cp,54.22,-0.1468,-0.1499,-0.1432,0.031,1,1, MNST,24316,20191231,2019,61174X109,MONSTER BEVERAGE CORP,12,14,865752,USA,92879,Corona,30201030,312111,2086,CA,88031,20191231,61174X10,MONSTER BEVERAGE CORP NEW,7902,61174X10
MNTA,Momenta Pharma,24.19,0.2261,-0.2172,0.2752,0.6637,0,0, MNTA,264414,20191231,2019,60877T100,MOMENTA PHARMACEUTICALS INC,12,14,1235010,USA,2142,Cambridge,35201010,325414,2836,MA,90233,20191231,60877T10,MOMENTA PHARMACEUTICALS INC,45305,60877T10
MO,Altria Group,37.41,-0.2505,-0.1072,-0.2462,-0.307,0,1, MO,8543,20191231,2019,02209S103,ALTRIA GROUP INC,12,11,764180,USA,23230,Richmond,30203010,312230,2111,VA,13901,20191231,02209S10,ALTRIA GROUP INC,21398,02209S10
MOMO,Momo Inc Ads,20.5,-0.3881,-0.2618,-0.4321,-0.4959,0,0, MOMO,22164,20191231,2019,60879B107,MOMO INC  -ADR,12,14,1610601,CYM,100102,Beijing,50203010,519130,7370,,15135,20191231,60879B10,MOMO INC,55152,60879B10
MORN,Morningstar Inc,110.6,-0.2691,-0.2372,-0.272,-0.1462,0,0, MORN,160373,20191231,2019,617700109,MORNINGSTAR INC,12,14,1289419,USA,60602,Chicago,40203040,519130,7370,IL,90708,20191231,61770010,MORNINGSTAR INC,46692,61770010
MOS,Mosaic Company,9.94,-0.5407,-0.4156,-0.5212,-0.6367,0,1, MOS,162129,20191231,2019,61945C103,MOSAIC CO,12,11,1285785,USA,33602,Tampa,15101030,3253,2870,FL,90386,20191231,61945C10,MOSAIC COMPANY NEW,45695,61945C10
MPB,Mid Penn Bancorp Inc,18.39,-0.3615,-0.0896,-0.3545,-0.2503,0,0, MPB,66288,20191231,2019,59540G107,MID PENN BANCORP INC,12,14,879635,USA,17061,Millersburg,40101015,522110,6020,PA,85656,20191231,59540G10,MID PENN BANCORP INC,32185,59540G10
MPC,Marathon Petroleum Corp,20.06,-0.6671,-0.5559,-0.6555,-0.6678,0,1, MPC,186989,20191231,2019,56585A102,MARATHON PETROLEUM CORP,12,11,1510295,USA,45840,Findlay,10102030,324110,2911,OH,12872,20191231,56585A10,MARATHON PETROLEUM CORP,53810,56585A10
MPWR,Monolithic Power Sys,153.42,-0.1382,-0.0542,-0.132,0.0597,0,0, MPWR,160888,20191231,2019,609839105,MONOLITHIC POWER SYSTEMS INC,12,14,1280452,USA,98033,Kirkland,45301020,334413,3674,WA,90455,20191231,60983910,MONOLITHIC PWR SYS INC,45879,60983910
MRCY,Mercury Sys Inc,68.38,-0.0106,-0.1209,-0.0592,0.0621,0,0, MRCY,66393,20190630,2019,589378108,MERCURY SYSTEMS INC,6,14,1049521,USA,1810,Andover,20101010,334413,3674,MA,85738,20191231,58937810,MERCURY SYSTEMS INC,15939,58937810
MRK,Merck & Company,76.25,-0.1616,-0.0364,-0.1644,-0.0833,0,1, MRK,7257,20191231,2019,58933Y105,MERCK & CO,12,11,310158,USA,7033,Kenilworth,35202010,325412,2834,NJ,22752,20191231,58933Y10,MERCK & CO INC NEW,21188,58933Y10
MRKR,Marker Therapeutics Inc,1.75,-0.3924,-0.3295,-0.3542,-0.7261,0,0, MRKR,107843,20191231,2019,57055L107,MARKER THERAPEUTICS INC,12,14,1094038,USA,77027,Houston,35201010,325414,2836,TX,16472,20191231,57055L10,MARKER THERAPEUTICS INC,55795,57055L10
MRNA,Moderna Inc,34.84,0.7812,0.2483,0.8444,0.6334,0,0, MRNA,34410,20191231,2019,60770K107,MODERNA INC,12,14,1682852,USA,2139,Cambridge,35201010,325414,2836,MA,18312,20191231,60770K10,MODERNA INC,56611,60770K10
MRO,Marathon Oil Corp,3.65,-0.7312,-0.5483,-0.7345,-0.7844,0,1, MRO,7017,20191231,2019,565849106,MARATHON OIL CORP,12,11,101778,USA,77056-2723,Houston,10102020,2111,1311,TX,15069,20191231,56584910,MARATHON OIL CORP,21795,56584910
MRTN,Marten Transport L,19.46,-0.0945,-0.0112,-0.089,0.0902,0,0, MRTN,12625,20191231,2019,573075108,MARTEN TRANSPORT LTD,12,14,799167,USA,54755,Mondovi,20304020,484230,4213,WI,75517,20191231,57307510,MARTEN TRANSPORT LTD,8600,57307510
MRTX,Mirati Therapeutics,73.43,-0.4302,-0.1969,-0.3513,0.0344,0,0, MRTX,160770,20191231,2019,60468T105,MIRATI THERAPEUTICS INC,12,14,1576263,USA,92121,San Diego,35201010,325414,2836,CA,14054,20191231,60468T10,MIRATI THERAPEUTICS INC,54484,60468T10
MRVL,Marvell Tech Group,22.43,-0.1555,0.0531,-0.159,0.0873,0,0, MRVL,137310,20190131,2018,G5876H105,MARVELL TECHNOLOGY GROUP LTD,1,14,1058057,BMU,HM 12,Hamilton,45301020,334413,3674,,88360,20191231,G5876H10,MARVELL TECHNOLOGY GROUP LTD,37731,G5876H10
MS,Morgan Stanley,33.85,-0.3378,-0.2376,-0.3389,-0.2373,0,1, MS,12124,20191231,2019,617446448,MORGAN STANLEY,12,11,895421,USA,10036,New York,40203020,523110,6211,NY,69032,20191231,61744644,MORGAN STANLEY DEAN WITTER & CO,21224,61744644
MSCI,MSCI Inc,270.61,0.0481,-0.1232,0.0378,0.3115,0,1, MSCI,178507,20191231,2019,55354G100,MSCI INC,12,11,1408198,USA,10007,New York,40203040,523930,6282,NY,92402,20191231,55354G10,M S C I INC,52840,55354G10
MSEX,Middlesex Water Company,56.66,-0.1087,-0.1043,-0.0898,0.0393,0,0, MSEX,7368,20191231,2019,596680108,MIDDLESEX WATER CO,12,14,66004,USA,8830,Iselin,55104010,221310,4941,NJ,53859,20191231,59668010,MIDDLESEX WATER CO,3048,59668010
MSFT,Microsoft Corp,153.83,-0.0245,-0.0649,-0.0302,0.2822,1,1, MSFT,12141,20190630,2019,594918104,MICROSOFT CORP,6,14,789019,USA,98052,Redmond,45103020,511210,7372,WA,10107,20191231,59491810,MICROSOFT CORP,8048,59491810
MSI,Motorola Solutions,126.62,-0.2142,-0.2764,-0.2297,-0.1101,0,1, MSI,7585,20191231,2019,620076307,MOTOROLA SOLUTIONS INC,12,11,68505,USA,60661,Chicago,45201020,334220,3663,IL,22779,20191231,62007630,MOTOROLA SOLUTIONS INC,21230,62007630
MSTR,Microstrategy Cl A,112.23,-0.2131,-0.1649,-0.2183,-0.2413,0,0, MSTR,111534,20191231,2019,594972408,MICROSTRATEGY INC,12,14,1050446,USA,22182,Tysons Corner,45103010,511210,7372,VA,86211,20191231,59497240,MICROSTRATEGY INC,16149,59497240
MTB,M&T Bank Corp,91.67,-0.46,-0.3416,-0.4586,-0.4337,0,1, MTB,4699,20191231,2019,55261F104,M & T BANK CORP,12,11,36270,USA,14203,Buffalo,40101015,522110,6020,NY,35554,20191231,55261F10,M & T BANK CORP,1689,55261F10
MTCH,Match Group Inc CS,63.7,-0.2242,-0.0319,-0.2426,0.1113,0,0, MTCH,26381,20191231,2019,57665R106,MATCH GROUP INC,12,14,1575189,USA,75231,Dallas,50203010,519130,7370,TX,15850,20191231,57665R10,MATCH GROUP INC,55487,57665R10
